Id,SalePrice
1706,281213.0
1707,227680.0
1708,146000.0
1709,241000.0
1710,215000.0
1711,213500.0
1712,314813.0
1713,290000.0
1714,201000.0
1715,165400.0
1716,208300.0
1717,84500.0
1718,158000.0
1719,248418.5
1720,190000.0
1721,159000.0
1722,159000.0
1723,155000.0
1724,227680.0
1725,238000.0
1726,178000.0
1727,180000.0
1728,178000.0
1729,179000.0
1730,199900.0
1731,135500.0
1732,129900.0
1733,123750.0
1734,131500.0
1735,144000.0
1736,144000.0
1737,225000.0
1738,194500.0
1739,556581.0
1740,367294.0
1741,159895.0
1742,168500.0
1743,183900.0
1744,196000.0
1745,228000.0
1746,240000.0
1747,200000.0
1748,250000.0
1749,97000.0
1750,106000.0
1751,266500.0
1752,100000.0
1753,190000.0
1754,206900.0
1755,112000.0
1756,151500.0
1757,129900.0
1758,130000.0
1759,159000.0
1760,150750.0
1761,158000.0
1762,193500.0
1763,171000.0
1764,107900.0
1765,196000.0
1766,157500.0
1767,196000.0
1768,129000.0
1769,170000.0
1770,80000.0
1771,135000.0
1772,135500.0
1773,135000.0
1774,110000.0
1775,128000.0
1776,93000.0
1777,91000.0
1778,55993.0
1779,139000.0
1780,141500.0
1781,110000.0
1782,129900.0
1783,127500.0
1784,85000.0
1785,91000.0
1786,124900.0
1787,135900.0
1788,108000.0
1789,83000.0
1790,79900.0
1791,200000.0
1792,148000.0
1793,107000.0
1794,117250.0
1795,141000.0
1796,143000.0
1797,108000.0
1798,124500.0
1799,141000.0
1800,142000.0
1801,97500.0
1802,115000.0
1803,201800.0
1804,156000.0
1805,135000.0
1806,161000.0
1807,137000.0
1808,40000.0
1809,135000.0
1810,140000.0
1811,145000.0
1812,135000.0
1813,119000.0
1814,83000.0
1815,82500.0
1816,55000.0
1817,115000.0
1818,167500.0
1819,116000.0
1820,85000.0
1821,143000.0
1822,144500.0
1823,85000.0
1824,89500.0
1825,188700.0
1826,125000.0
1827,102000.0
1828,140200.0
1829,88000.0
1830,163000.0
1831,129500.0
1832,133900.0
1833,135000.0
1834,189950.0
1835,240000.0
1836,161000.0
1837,61000.0
1838,153575.0
1839,82500.0
1840,179000.0
1841,153337.0
1842,139400.0
1843,107000.0
1844,148000.0
1845,171000.0
1846,145000.0
1847,242000.0
1848,113000.0
1849,140000.0
1850,144900.0
1851,224000.0
1852,144900.0
1853,144000.0
1854,118500.0
1855,167900.0
1856,194500.0
1857,117500.0
1858,142953.0
1859,118911.0
1860,153337.0
1861,118911.0
1862,403000.0
1863,403000.0
1864,403000.0
1865,370878.0
1866,245350.0
1867,244600.0
1868,314813.0
1869,176485.0
1870,159895.0
1871,173900.0
1872,176330.0
1873,194500.0
1874,133150.0
1875,177000.0
1876,197900.0
1877,192000.0
1878,221000.0
1879,156000.0
1880,99500.0
1881,270000.0
1882,350000.0
1883,271000.0
1884,261500.0
1885,168500.0
1886,230000.0
1887,155000.0
1888,256300.0
1889,146000.0
1890,132500.0
1891,144333.33333333334
1892,106500.0
1893,119000.0
1894,125000.0
1895,153500.0
1896,131000.0
1897,115000.0
1898,115000.0
1899,105000.0
1900,105000.0
1901,140000.0
1902,157000.0
1903,200624.0
1904,93000.0
1905,174000.0
1906,141500.0
1907,138000.0
1908,135000.0
1909,124000.0
1910,124000.0
1911,207500.0
1912,235000.0
1913,104000.0
1914,89000.0
1915,372402.0
1916,60000.0
1917,244000.0
1918,132500.0
1919,143500.0
1920,179200.0
1921,253293.0
1922,293077.0
1923,244000.0
1924,180200.0
1925,250000.0
1926,385000.0
1927,138500.0
1928,110000.0
1929,124900.0
1930,145000.0
1931,147000.0
1932,179200.0
1933,163500.0
1934,181000.0
1935,177000.0
1936,181000.0
1937,212000.0
1938,155000.0
1939,324000.0
1940,179200.0
1941,176500.0
1942,187500.0
1943,189000.0
1944,325000.0
1945,257000.0
1946,135000.0
1947,372402.0
1948,97500.0
1949,275000.0
1950,162500.0
1951,210000.0
1952,197000.0
1953,113000.0
1954,375000.0
1955,106000.0
1956,272000.0
1957,148500.0
1958,265000.0
1959,136000.0
1960,117500.0
1961,117750.0
1962,91500.0
1963,106250.0
1964,119500.0
1965,148500.0
1966,150500.0
1967,235128.0
1968,320000.0
1969,318061.0
1970,383970.0
1971,437154.0
1972,345000.0
1973,339750.0
1974,345000.0
1975,354000.0
1976,277500.0
1977,412500.0
1978,412500.0
1979,394617.0
1980,202582.5
1981,239000.0
1982,213500.0
1983,213500.0
1984,167500.0
1985,215000.0
1986,277500.0
1987,179900.0
1988,190000.0
1989,271000.0
1990,219500.0
1991,218750.0
1992,194500.0
1993,184100.0
1994,345000.0
1995,175000.0
1996,328000.0
1997,250000.0
1998,301500.0
1999,238000.0
2000,290000.0
2001,222000.0
2002,197000.0
2003,314813.0
2004,314813.0
2005,164310.0
2006,250580.0
2007,293077.0
2008,208300.0
2009,307000.0
2010,206000.0
2011,176000.0
2012,195400.0
2013,168000.0
2014,193500.0
2015,193500.0
2016,285000.0
2017,178000.0
2018,143250.0
2019,129900.0
2020,130000.0
2021,62383.0
2022,159500.0
2023,163500.0
2024,260000.0
2025,302000.0
2026,185000.0
2027,206000.0
2028,146000.0
2029,191700.0
2030,275000.0
2031,220000.0
2032,178740.0
2033,234000.0
2034,155000.0
2035,236500.0
2036,214000.0
2037,214000.0
2038,348000.0
2039,245500.0
2040,272000.0
2041,162900.0
2042,312500.0
2043,180500.0
2044,175000.0
2045,152000.0
2046,100000.0
2047,167000.0
2048,137000.0
2049,142600.0
2050,163500.0
2051,137000.0
2052,129000.0
2053,135000.0
2054,91300.0
2055,174000.0
2056,119000.0
2057,134500.0
2058,176000.0
2059,126175.0
2060,143000.0
2061,140000.0
2062,135000.0
2063,141000.0
2064,126175.0
2065,93000.0
2066,170000.0
2067,157000.0
2068,110000.0
2069,35311.0
2070,125000.0
2071,108000.0
2072,89500.0
2073,138500.0
2074,145000.0
2075,136000.0
2076,141000.0
2077,167500.0
2078,127000.0
2079,135000.0
2080,107900.0
2081,60000.0
2082,141000.0
2083,140000.0
2084,110000.0
2085,139000.0
2086,84500.0
2087,135000.0
2088,125500.0
2089,108000.0
2090,189950.0
2091,107400.0
2092,256000.0
2093,140000.0
2094,118400.0
2095,132500.0
2096,62750.0
2097,100000.0
2098,177500.0
2099,39300.0
2100,152000.0
2101,95000.0
2102,89500.0
2103,85000.0
2104,133900.0
2105,157500.0
2106,67000.0
2107,136000.0
2108,117250.0
2109,141000.0
2110,137500.0
2111,160000.0
2112,219500.0
2113,131000.0
2114,106250.0
2115,219500.0
2116,106500.0
2117,139500.0
2118,115000.0
2119,88000.0
2120,105000.0
2121,91300.0
2122,137500.0
2123,39300.0
2124,135000.0
2125,207000.0
2126,135900.0
2127,240000.0
2128,124000.0
2129,79900.0
2130,98000.0
2131,135000.0
2132,40000.0
2133,88000.0
2134,115000.0
2135,79900.0
2136,98000.0
2137,108000.0
2138,154500.0
2139,171000.0
2140,107000.0
2141,148000.0
2142,159950.0
2143,152000.0
2144,120000.0
2145,94750.0
2146,146000.0
2147,143900.0
2148,105000.0
2149,109900.0
2150,151000.0
2151,142125.0
2152,140000.0
2153,153000.0
2154,124900.0
2155,140000.0
2156,403000.0
2157,193500.0
2158,222000.0
2159,269790.0
2160,181134.0
2161,295493.0
2162,335000.0
2163,212000.0
2164,168000.0
2165,196000.0
2166,133150.0
2167,155000.0
2168,231500.0
2169,175000.0
2170,179000.0
2171,165000.0
2172,153500.0
2173,196000.0
2174,287000.0
2175,215000.0
2176,192500.0
2177,345000.0
2178,231500.0
2179,147116.66666666666
2180,257000.0
2181,210000.0
2182,245000.0
2183,181134.0
2184,145000.0
2185,169900.0
2186,125000.0
2187,171000.0
2188,149500.0
2189,295000.0
2190,82000.0
2191,82000.0
2192,125000.0
2193,115000.0
2194,126000.0
2195,93000.0
2196,135000.0
2197,115000.0
2198,89500.0
2199,137000.0
2200,112000.0
2201,139000.0
2202,205000.0
2203,128000.0
2204,135000.0
2205,141000.0
2206,55993.0
2207,136900.0
2208,243000.0
2209,335000.0
2210,135000.0
2211,80000.0
2212,79000.0
2213,120000.0
2214,173000.0
2215,80000.0
2216,172500.0
2217,141000.0
2218,125500.0
2219,85000.0
2220,83000.0
2221,372402.0
2222,275000.0
2223,269790.0
2224,211000.0
2225,126000.0
2226,193500.0
2227,212000.0
2228,241000.0
2229,212000.0
2230,164310.0
2231,210000.0
2232,187500.0
2233,179000.0
2234,226000.0
2235,181000.0
2236,311872.0
2237,250000.0
2238,206300.0
2239,147000.0
2240,153900.0
2241,153750.0
2242,169900.0
2243,127000.0
2244,91000.0
2245,91000.0
2246,158000.0
2247,81500.0
2248,131250.0
2249,129500.0
2250,119500.0
2251,167500.0
2252,190000.0
2253,155000.0
2254,193500.0
2255,185000.0
2256,203000.0
2257,345000.0
2258,173000.0
2259,193500.0
2260,155000.0
2261,189000.0
2262,143000.0
2263,325000.0
2264,345000.0
2265,180500.0
2266,175900.0
2267,465000.0
2268,274725.0
2269,162500.0
2270,187500.0
2271,172500.0
2272,205000.0
2273,162500.0
2274,158900.0
2275,167000.0
2276,147000.0
2277,185000.0
2278,139900.0
2279,129000.0
2280,151500.0
2281,213500.0
2282,173000.0
2283,83500.0
2284,113000.0
2285,144000.0
2286,107000.0
2287,320000.0
2288,318000.0
2289,385000.0
2290,380000.0
2291,325000.0
2292,369900.0
2293,276000.0
2294,437154.0
2295,385000.0
2296,325624.0
2297,339750.0
2298,213500.0
2299,556581.0
2300,386250.0
2301,314813.0
2302,221500.0
2303,190000.0
2304,320000.0
2305,196000.0
2306,196000.0
2307,194700.0
2308,209500.0
2309,277500.0
2310,254000.0
2311,171750.0
2312,225000.0
2313,220000.0
2314,164310.0
2315,279500.0
2316,377500.0
2317,169990.0
2318,246578.0
2319,179540.0
2320,159895.0
2321,277500.0
2322,159895.0
2323,176000.0
2324,181750.0
2325,246578.0
2326,184100.0
2327,219500.0
2328,216500.0
2329,181000.0
2330,175000.0
2331,267000.0
2332,285000.0
2333,361919.0
2334,402000.0
2335,222000.0
2336,290000.0
2337,250580.0
2338,241000.0
2339,241000.0
2340,318061.0
2341,241000.0
2342,220000.0
2343,173900.0
2344,395000.0
2345,320000.0
2346,181134.0
2347,176432.0
2348,212000.0
2349,235128.0
2350,314813.0
2351,175900.0
2352,325000.0
2353,402000.0
2354,155000.0
2355,84500.0
2356,155000.0
2357,164310.0
2358,211000.0
2359,124000.0
2360,128200.0
2361,138500.0
2362,250000.0
2363,169900.0
2364,129900.0
2365,202582.5
2366,190000.0
2367,264561.0
2368,208900.0
2369,241000.0
2370,191700.0
2371,177500.0
2372,167250.0
2373,284000.0
2374,337000.0
2375,270000.0
2376,235000.0
2377,250000.0
2378,180500.0
2379,240000.0
2380,151000.0
2381,106000.0
2382,150000.0
2383,179200.0
2384,240000.0
2385,145000.0
2386,145500.0
2387,139000.0
2388,101800.0
2389,144900.0
2390,157900.0
2391,142000.0
2392,142000.0
2393,153750.0
2394,129500.0
2395,187500.0
2396,148000.0
2397,215000.0
2398,91300.0
2399,113000.0
2400,113000.0
2401,129900.0
2402,126175.0
2403,124000.0
2404,179900.0
2405,167500.0
2406,129000.0
2407,137000.0
2408,145500.0
2409,143000.0
2410,139600.0
2411,132000.0
2412,82500.0
2413,135000.0
2414,126175.0
2415,100000.0
2416,82000.0
2417,134500.0
2418,112000.0
2419,98000.0
2420,116000.0
2421,167000.0
2422,82000.0
2423,157500.0
2424,115000.0
2425,325000.0
2426,100000.0
2427,157500.0
2428,171000.0
2429,106500.0
2430,127000.0
2431,119000.0
2432,133700.0
2433,148000.0
2434,154000.0
2435,145250.0
2436,142000.0
2437,123750.0
2438,144000.0
2439,108500.0
2440,115000.0
2441,118400.0
2442,118400.0
2443,109000.0
2444,102776.0
2445,96500.0
2446,140000.0
2447,163000.0
2448,128000.0
2449,110000.0
2450,124000.0
2451,127500.0
2452,117500.0
2453,135750.0
2454,91500.0
2455,61000.0
2456,91500.0
2457,115000.0
2458,115000.0
2459,91300.0
2460,132500.0
2461,128000.0
2462,132500.0
2463,100000.0
2464,239000.0
2465,128000.0
2466,107000.0
2467,115000.0
2468,102776.0
2469,110000.0
2470,187500.0
2471,135000.0
2472,129500.0
2473,145000.0
2474,128000.0
2475,259500.0
2476,131000.0
2477,133500.0
2478,143000.0
2479,133500.0
2480,132625.0
2481,107000.0
2482,97000.0
2483,129000.0
2484,108000.0
2485,147000.0
2486,130000.0
2487,265979.0
2488,105000.0
2489,153000.0
2490,148000.0
2491,108000.0
2492,175000.0
2493,135000.0
2494,139000.0
2495,121600.0
2496,244400.0
2497,139000.0
2498,129900.0
2499,112500.0
2500,124000.0
2501,102000.0
2502,135000.0
2503,128000.0
2504,221000.0
2505,240000.0
2506,293077.0
2507,415298.0
2508,293077.0
2509,220000.0
2510,246578.0
2511,192000.0
2512,239900.0
2513,241500.0
2514,196000.0
2515,133150.0
2516,173000.0
2517,133150.0
2518,145000.0
2519,194500.0
2520,231500.0
2521,271000.0
2522,179000.0
2523,142500.0
2524,169900.0
2525,142500.0
2526,150500.0
2527,128200.0
2528,112500.0
2529,125062.5
2530,112500.0
2531,216000.0
2532,377426.0
2533,271000.0
2534,178000.0
2535,402000.0
2536,269790.0
2537,245500.0
2538,201000.0
2539,206000.0
2540,176432.0
2541,232600.0
2542,220000.0
2543,117500.0
2544,154500.0
2545,117000.0
2546,148000.0
2547,169900.0
2548,154300.0
2549,176330.0
2550,160000.0
2551,144333.33333333334
2552,117250.0
2553,82000.0
2554,130500.0
2555,83000.0
2556,125000.0
2557,84000.0
2558,200624.0
2559,89500.0
2560,154900.0
2561,79000.0
2562,89500.0
2563,170000.0
2564,136500.0
2565,102000.0
2566,160000.0
2567,105000.0
2568,174000.0
2569,167000.0
2570,124000.0
2571,164000.0
2572,170000.0
2573,171000.0
2574,301000.0
2575,104900.0
2576,137450.0
2577,180500.0
2578,99900.0
2579,82500.0
2580,106000.0
2581,136000.0
2582,115000.0
2583,235000.0
2584,167900.0
2585,184100.0
2586,171750.0
2587,163900.0
2588,110000.0
2589,169900.0
2590,212000.0
2591,266500.0
2592,248328.0
2593,264561.0
2594,162500.0
2595,220000.0
2596,301500.0
2597,203000.0
2598,281213.0
2599,320000.0
2600,375000.0
2601,148000.0
2602,88000.0
2603,148500.0
2604,81500.0
2605,83500.0
2606,135000.0
2607,158900.0
2608,217500.0
2609,218000.0
2610,129500.0
2611,168000.0
2612,157000.0
2613,131250.0
2614,119500.0
2615,153000.0
2616,137000.0
2617,170000.0
2618,143750.0
2619,187000.0
2620,185000.0
2621,188000.0
2622,204000.0
2623,233000.0
2624,350000.0
2625,260000.0
2626,173000.0
2627,190000.0
2628,437154.0
2629,485000.0
2630,317000.0
2631,383970.0
2632,437154.0
2633,328900.0
2634,305900.0
2635,120000.0
2636,197500.0
2637,153500.0
2638,345000.0
2639,187000.0
2640,85000.0
2641,123000.0
2642,178740.0
2643,83500.0
2644,165000.0
2645,155000.0
2646,130250.0
2647,88000.0
2648,153500.0
2649,148000.0
2650,129900.0
2651,148500.0
2652,342643.0
2653,277500.0
2654,337500.0
2655,257000.0
2656,350000.0
2657,275500.0
2658,305000.0
2659,402000.0
2660,285000.0
2661,374000.0
2662,319900.0
2663,377426.0
2664,277500.0
2665,325000.0
2666,325000.0
2667,176330.0
2668,279500.0
2669,176432.0
2670,285000.0
2671,279500.0
2672,185850.0
2673,168500.0
2674,234000.0
2675,160200.0
2676,193000.0
2677,194500.0
2678,345000.0
2679,222500.0
2680,313000.0
2681,556581.0
2682,412500.0
2683,625000.0
2684,290000.0
2685,302000.0
2686,250000.0
2687,325000.0
2688,246578.0
2689,185000.0
2690,380000.0
2691,274900.0
2692,142500.0
2693,176330.0
2694,142500.0
2695,307000.0
2696,185900.0
2697,189000.0
2698,178000.0
2699,180000.0
2700,164000.0
2701,180000.0
2702,133500.0
2703,135000.0
2704,128950.0
2705,143250.0
2706,125000.0
2707,144000.0
2708,131500.0
2709,115000.0
2710,129000.0
2711,250000.0
2712,285000.0
2713,160200.0
2714,147400.0
2715,234000.0
2716,138000.0
2717,181000.0
2718,227000.0
2719,167000.0
2720,161500.0
2721,138500.0
2722,175000.0
2723,135500.0
2724,129000.0
2725,107000.0
2726,140000.0
2727,179900.0
2728,167000.0
2729,158000.0
2730,154000.0
2731,100000.0
2732,109000.0
2733,168000.0
2734,207500.0
2735,102000.0
2736,159000.0
2737,107900.0
2738,124000.0
2739,160000.0
2740,133500.0
2741,130000.0
2742,139000.0
2743,130000.0
2744,135000.0
2745,136500.0
2746,55993.0
2747,153500.0
2748,129000.0
2749,115000.0
2750,145000.0
2751,141000.0
2752,375000.0
2753,135500.0
2754,256000.0
2755,105000.0
2756,105900.0
2757,105900.0
2758,79900.0
2759,135000.0
2760,138887.0
2761,124000.0
2762,128950.0
2763,115000.0
2764,143000.0
2765,240000.0
2766,153000.0
2767,93200.0
2768,100000.0
2769,141000.0
2770,135000.0
2771,129900.0
2772,127000.0
2773,240000.0
2774,160000.0
2775,139000.0
2776,79000.0
2777,79000.0
2778,115000.0
2779,140000.0
2780,88000.0
2781,98000.0
2782,135000.0
2783,114504.0
2784,115000.0
2785,128000.0
2786,60000.0
2787,130500.0
2788,83000.0
2789,240000.0
2790,116000.0
2791,112500.0
2792,118400.0
2793,180500.0
2794,120000.0
2795,128000.0
2796,98000.0
2797,187500.0
2798,89500.0
2799,108000.0
2800,130000.0
2801,115000.0
2802,139900.0
2803,139000.0
2804,224000.0
2805,115000.0
2806,105000.0
2807,144333.33333333334
2808,107000.0
2809,115000.0
2810,107000.0
2811,167000.0
2812,124000.0
2813,142953.0
2814,142953.0
2815,98000.0
2816,302000.0
2817,133500.0
2818,129500.0
2819,196000.0
2820,241500.0
2821,126000.0
2822,135000.0
2823,295000.0
2824,174000.0
2825,135000.0
2826,132000.0
2827,152000.0
2828,335000.0
2829,206300.0
2830,275000.0
2831,206000.0
2832,320000.0
2833,277500.0
2834,239900.0
2835,221500.0
2836,193000.0
2837,110000.0
2838,144000.0
2839,187500.0
2840,175000.0
2841,172500.0
2842,197900.0
2843,158900.0
2844,171500.0
2845,125062.5
2846,192500.0
2847,231500.0
2848,207000.0
2849,202900.0
2850,313000.0
2851,211000.0
2852,239000.0
2853,216500.0
2854,138000.0
2855,184100.0
2856,337500.0
2857,221500.0
2858,169990.0
2859,135000.0
2860,169900.0
2861,157000.0
2862,207500.0
2863,138000.0
2864,345000.0
2865,144333.33333333334
2866,132500.0
2867,132000.0
2868,108000.0
2869,185000.0
2870,135000.0
2871,89500.0
2872,60000.0
2873,139000.0
2874,140000.0
2875,105000.0
2876,145000.0
2877,115000.0
2878,128000.0
2879,170000.0
2880,131000.0
2881,157500.0
2882,256000.0
2883,185000.0
2884,149000.0
2885,155000.0
2886,266500.0
2887,109000.0
2888,115000.0
2889,89000.0
2890,89000.0
2891,134432.0
2892,52000.0
2893,93000.0
2894,79500.0
2895,319900.0
2896,275000.0
2897,157000.0
2898,135000.0
2899,221000.0
2900,113000.0
2901,256000.0
2902,165000.0
2903,250000.0
2904,319000.0
2905,140000.0
2906,206300.0
2907,180000.0
2908,130000.0
2909,143000.0
2910,85625.0
2911,88000.0
2912,125000.0
2913,81500.0
2914,81500.0
2915,81500.0
2916,81500.0
2917,128950.0
2918,147000.0
2919,239500.0
